ID|NAME|PHONE
F32201|Century 21 Layco Realtors|978-3464321
F32401|Gene'S Realty|508-3728426
F32801|Preferred Realty Services|978-3635817
F32802|Corporate Preferred Realty Inc|978-6861954
F33001|RE/MAX Main St. Associates|978-3736033
F33401|Northshore Realty|508-3528344
F33601|Prudential North Star Realty|603-8911591
F33801|Re-Max Crossroads|508-9487900
F34201|Carlson Real Estate|508-6863288
F34401|Abba Associates, Realtors|508-3525200
F34601|Essex Management Group|978-3733024
F40001|Moore Date - Vendor|703-3385944
F50001|Ghbr|   -3731203
F50002|Training Class|   -       
F88801|Rockingham Board Of Realtors|603-6424252
F95002|Coastal Complete Real Estate|978-3879512
F95003|Leslie Riemitis Agency|603-3294580
F95004|De La Cruz Realty|508-5216730
F99101|Outside Agency|   -       
F99102|Realtor Members Only|508-
F99901|Wide Area Marketing|   -       
F99902|Lawrence Board Of Realtors|   -6858513
F99903|Lowell Board Of Realtors|   -4582901
F99904|Eastern Middlesex Assoc. of Realtors, Inc.|781-9446006
F99905|Boston Real Estate Board|   -3450070
FAPP02|Appraisal Services|978-3723715
FR0000|Greater Fall River Assoc. of Realtors|508-6794300
FR0001|Awashonk Realty Inc|508-2224265
FR0002|Goodrow Realty Corp.|508-6763435
FR0003|Carol Brannaka REALTORS|508-6796888
FR0004|Sandra Feitelberg Real Estate|508-6742160
FR0005|White House Realty|508-6773666
FR0006|Southeastern R E Appraisal Ser|508-6781336
FR0007|Aguatown Realty|508-6774200
FR0008|Brenner, REALTORS|508-6794381
FR0009|M J McNally Real Estate|508-6747985
FR0010|James Velozo Real Estate|508-6770013
FR0011|Cummings Group, REALTORS|508-6362831
FR0012|Valeriana Properties|508-6766803
FR0013|Affordable Real Estate|508-6785000
FR0014|Salt Marsh Realty Group|508-6785217
FR0015|Professional R. E. Services|508-6784703
FR0016|Alden Hill Real Estate, Inc.|508-6360600
FR0017|L. P. Chase, Real Estate|508-6365249
FR0018|Pacheco Real Estate|508-6771682
FR0019|Help-U-Build|508-6367725
FR0020|John Violette Real Estate|508-6722621
FR0021|CENTURY 21 Anchor Real Estate|508-6783770
FR0022|Joanne Marshall Real Estate|508-6733300
FR0023|Gilbert Oliveira Real Estate|508-6757475
FR0024|John F. Dator Agency|508-6768508
FR0025|John R. Braz, Jr.|508-6757827
FR0026|Giroux Associates, Inc.|508-6752700
FR0027|Bertrand A. Patenaude, Inc.|508-6783100
FR0028|Diruzza Realty|508-6757480
FR0029|Thomas W. Martin Real Estate|508-6787118
FR0030|Alberto Real Estate|508-6755300
FR0031|American Dream Realty|508-6789011
FR0032|Real Estate Homebuyers Network|508-6748091
FR0033|Riverside Realty|508-6772294
FR0034|E P Tremblay Real Estate|508-6757557
FR0035|Property Network|508-6772300
FR0036|Toohey & Barrett Assist 2 Selll|508-6368313
FR0037|Fleming Group, LTD|508-6784835
FR0038|Fiddler Real Estate|508-6745752
FR0039|Connie's Family Realty|508-6753700
FR0040|Carousel Properties|508-6773942
FR0041|Lepage-Pimentel Real Estate|401-6249082
FR0042|Frank Smith Real Estate, Inc.|508-6755557
FR0043|Duffy Realty Appraisal Co.|508-6798615
FR0044|Roberts Associates|508-6751900
FR0045|RE/MAX Right Choice|508-6773629
FR0046|CENTURY 21 Associates Realty, Inc.|508-6773233
FR0047|Towne House Realty|508-8161295
FR0048|Cherry Grove Real Estate|508-6362925
FR0049|Tri-Professional Real Estate|508-6787015
FR0050|Migneault REALTORS|508-6788808
FR0051|First Choice Patenaude R.E.|508-6750642
FR0052|Suzanne Lial|508-6729847
FR0053|Dufour Associates|305-7733440
FR0054|Doris Mathews R.E. Inc.|508-6365121
FR0055|Villager Realty|508-6728162
FR0056|Boutin Realty|508-6725973
FR0057|Heroux Associates|508-6362524
FR0058|Action Agents|508-9898272
FR0059|Bay Market Real Estate|508-6791090
FR0060|Rezendes Real Estate|508-6442675
FR0061|W. R. Hargraves Jr. R E|508-6792777
FR0062|Highland Real Estate Group Ltd|508-6739200
FR0063|Holding & Steen RE|508-6742121
FR0064|Crosstown Realty|508-6785222
FR0065|Blackburn Branco & Sadeck R E|508-6366888
FR0066|M.J. Bernat Realty|508-6735093
FR0067|Condon - DeFarias & Salmon|508-6720250
FR0068|Equity Real Estate|508-6793998
FR0069|Berge Associates, Inc.|508-3244996
FR0070|L & E Real Estate|508-6784216
FR0071|George A. Collias Real Estate|508-6797919
FR0072|American Classic RE|508-6367703
FR0073|Town & Country Realty|508-9946637
FR0074|Katzenbach & Company|508-6367777
FR0075|GREATER FALL RIVER ASSOCIATION|508-6794300
FR0076|Cheryl Darnbrough Real Estate|508-6772423
FR0077|Elite Real Estate|508-6786869
FR0078|Sweet Property|508-9917400
FR0079|Oliver Realty|508-9976800
FR0080|Borden Real Estate|508-6769900
FR0081|Barr Realty|508-9475285
FR0083|Towne House Realty|508-9991334
FR0084|ERA Jose S. Castelo Real Estate|508-6747070
FR0086|Associated Investments|508-6733385
FR0087|Alferes Realty|508-9989576
FR0088|Amaral Resendes Realty|508-9985658
FR0089|Century 21 Bourne Landing Real|508-7592524
FR0090|Jeffrey D. Antine & Co., Inc|508-9969744
FR0091|West Park Associates|508-9933325
FR0092|Kinlin Grover GMAC Real Estate|508-4201130
FR0093|Canto Real Estate|508-9954644
FR0094|Neves & Cashman Realty|508-9907775
FR0095|Assist-2 Sell, Chase RE|508-9997365
FR0096|Ann Cochran Real Estate|508-9902642
FR0097|Mary Anne Costa Realty, Inc.|508-9972291
FR0098|Delphic Realty|508-9944100
FR0099|Dawson GMAC Real Estate|508-7583838
FR0101|Centre Street Realty|508-9921937
FR0102|Trust Realty|508-9994798
FR0103|Buyer Agent Karen & Co. RE|508-9928937
FR0104|Jackie Feener Real Estate|508-9971431
FR0105|Carter Real Estate|508-9465103
FR0106|Ferreira Realty|508-9938843
FR0107|Elm Street Realty|508-9971291
FR0108|High Point  / McClain Corp.|508-9935534
FR0109|Shulamith Friedland Real Estate|508-9964575
FR0110|Robert H. Gardner Inc.|508-9949029
FR0111|Conway - Wareham|508-2953112
FR0112|Martingale Assoc., Inc.|508-2954900
FR0113|Olde Dartmouth Realty, Inc.|508-9966562
FR0114|Peter J. Hawes, Realtors|508-9650253
FR0115|Bedford Hill Realty|508-9976250
FR0116|Key Services|508-7480721
FR0117|Hopps Realty Group LLC|508-9926479
FR0118|Cornerstone Realty|508-9925858
FR0119|Johnson Bayside Real Estate|508-7482234
FR0120|E. K. Realty & Associates|508-9917547
FR0121|L' Etoile Realty|508-9966147
FR0122|Larrivee Real Estate|508-9908430
FR0123|Action Real Estate|508-9972165
FR0124|Claire T. Lewis Real Estate|508-9982833
FR0125|Long Realty|508-9958240
FR0126|Joyce D. Lopes Realty|508-9983261
FR0127|Lord & Associates|508-7485678
FR0128|Fidelis, The Buyer's Agent|508-9912345
FR0129|Medeiros & Associates|508-9972644
FR0130|Regal Realty Group|508-9920957
FR0131|South Coast Realty|508-9963121
FR0132|Moniz Real Estate|508-9958789
FR0133|Whitely Woodacre & Morin RE|508-9925886
FR0134|Olivia & Assoiciates Realty|508-9918873
FR0135|Robert A. Paulino Real Estate|508-9981000
FR0136|Pelletier Realty, Inc.|508-9952676
FR0137|Benchmark Real Estate|508-9934343
FR0138|Sebastian Lane Real Estate|508-9910900
FR0139|Fisher & Rocha, Inc.|508-7586738
FR0140|Gold Star Realty|508-9981888
FR0141|m. macdonald real estate, inc.|508-9978044
FR0142|Onset Beach Realty|508-2950125
FR0143|Vieira Realty|508-9953465
FR0144|J L Warren & Company|508-9971351
FR0145|Mark E. Wellington Real Estate|508-7634639
FR0146|Anne Whiting Real Estate|508-9991010
FR0147|Buyers Network, Inc.|508-6723655
FR0148|Coldwell Banker Hayes Associ.|508-7483044
FR0149|Real Estate Associates|508-6762400
FR0150|Dan Quintal Real Estate|508-6767274
FR0151|Conway - Mattapoisett|508-7584944
FR0152|Conway - Westport|508-6360672
FR0153|Conway - N. Dartmouth|508-9964300
FR0154|Conway - Dartmouth at Padanaram Village|508-9912075
FR0155|Carolyn A. Burton & Associates|508-6788083
FR0156|Joanne Branco Real Estate|508-6368991
FR0157|South Bay Realty|774-6445700
FR0158|Neves & Cashman Realty|508-2911717
FR0159|Coldwell Banker Hayes Assoc.|508-7483044
FR0160|Amaral & Associates RE|508-6744972
FR0161|Neves & Cashman Realty|508-9463907
FR0162|Patty Peelen Real Estate|508-9990050
FR0163|Alferes Realty, Inc.|508-9986900
FR0164|R.T. Realty Group|508-6770220
FR0165|E Z Home Search Real Estate|508-6464777
FR0166|Nancy Elacqua Real Estate|508-3974149
FR0167|Almeida Valuation Services|508-9933619
FR0168|Maximum Realty|508-6763189
FR0169|Margaret Geldart Co.|508-6723755
FR0170|PJT Saulnier Realty|508-6752363
FR0171|Kelly Sol Realty, Inc.|508-7583507
FR0172|Paul L. Gay|508-6363211
FR0173|Resendes & Associates|508-6367370
FR0174|Michael W. Deliso Brokerage|508-7485503
FR0175|Bristol County Real Estate|508-6791400
FR0176|Pavao Real Estate, Inc.|508-6360053
FR0177|Coldwell Banker Hopps Realty|508-9926479
FR0178|Professional Real Estate|508-6784703
FR0179|E. M. Resendes Real Estate Group|508-6461153
FR0180|Strategic Points Group|508-6362800
FR0181|Assist 2 Sell Medeiros Real Estate|508-9511252
FR0182|Assist 2 Sell Barrett Real Estate|508-6469197
FR0183|Somerset Realty Group, Inc.|508-4027090
FR0184|Broadbent Realty|508-9465103
FR0185|South Coast Auctions & Realty, Inc.|508-6797919
FR0186|Coldwell Banker Residential Brokerage - Marion|508-7483044
FR0187|Vivian Fiola Leary Cobblestone R. E.|508-6426062
FR0188|Fieldstone Capital Management, Inc.|508-6367800
FR0189|Velocity Appraisals|508-8014279
FR0190|Jacqueline B. Hill|508-6364808
FR0191|Olde Dartmouth Sotheby's International Realty|508-9966562
FR0192|Vogt Real Estate|508-4515404
FR0193|Vogt Real Estate|978-3871459
FR0194|Robeson Realty|508-9952685
FR0195|Joe Botelho Real Estate, Inc.|508-9981000
FR0196|New England Real Estate Organization, LLC|508-9968900
FR0197|Zan Realty|508-6781010
FR0198|Shamrock Realty & Investment|508-6740076
FR0199|Cedar Real Estate|508-6699971
FR0200|Homes BUY Kathy Mellen Real Estate|508-6789753
FR0201|Donna M. Landreville|774-8495626
FR0202|Towne House Realty|508-9921012
FR0203|One On One Realty Group, Inc.|508-9904590
FR0204|Isherwood Real Estate|508-9905222
FR0205|RBF Realty|508-9995238
FR0207|Regal Realty Group|508-9920957
FR0208|Gaspar-Rapoza Realty|508-9932700
FR0209|Ronald Batacao RE & Appraisal Services|508-7633636
FR0211|WPI South Coast Inc.|508-6464777
FR0212|ERA Jose S. Castelo Real Estate Inc.|508-9956291
FR0213|Specialty Homes Real Estate|508-5581757
FR0214|Durfee Union Realty|508-6722390
FR0215|WEICHERT, REALTORS - Neves & Cashman Realty|508-9463907
FR0216|WEICHERT, REALTORS - Neves & Cashman Realty|508-9907775
FR0217|Maria Machado Realty|508-9985202
FR0218|Hawthorn Realty|508-9900044
FR0219|Northeast Retail Advisors, Inc.|774-4028070
FR0220|Cook Realty|508-9929464
FR0221|Medeiros Realty|508-6728899
FR0222|Gendreau Realty Group|774-2026188
FR0223|Oliveira Associates|508-6757475
FR0224|Rose Realty Group, Inc.|508-9907673
FR0225|Eric Alberto Realty|508-8379598
FR0226|E & M Properties|508-6779602
FR0227|KAM Realty|508-6771600
FR0228|Madeira Real Estate|508-6177748
FR0229|Real-T Online|352-2703255
FR0230|Fusion Real Estate|508-9511815
FR0231|Brookside Realty Group|508-6785055
FR0232|Lighthouse Realty|508-2874225
FR0233|James P. Medeiros Real Estate|508-6368871
FR0234|Kokopelli Realty, LLC|508-7584774
FR0235|S.B & A Realty Group, Inc.|877-6160330
FR0236|Mendonca Realty|774-9301059
FR0237|Gayle Bartlett|508-7179004
FR0238|AMS Real Estate|774-5262457
FR0239|William L. Wheatley, REALTOR|508-6723333
FR0240|Nancy Arabian Real Estate|508-8224474
FR100|Marion Realty,Inc.|508-7485503
FR7001|Even Keel Realty, Inc.|508-6360099
FR7002|Fiola Real Estate|508-6749200
FR8000|CENTURY 21 Associates Realty|508-8376408
FR8001|Dawson Real Estate|508-7583838
FR8002|Conway - New Bedford|508-9964300
G014AF|Benchmark Realty & Appraisal|978-6859959
G048AF|Lawrence Savings Bank|508-7257500
G049AF|Levine, Michael Appraiser|-6630190
G113AF|MCM Realty|508-6898115
G124AF|Olde Towne Mortgage Company In|508-9753717
G149AF|Assurance Mortgage Corporation|800-9741899
G185AF|Northland Mortgage Co.|508-9757706
G195AF|Real Estate Appraiser|978-4549394
G21200|Burke Real Estate|978-6822416
G22000|Doherty Realty Agency, Inc.|508-4750010
G22301|Arundel Flanagan McCoy Assoc.|978-6826207
G22500|Gallant Associates|978-6867931
G23401|Prudential Howe & Doherty|978-4755100
G23402|Prudential Broadway R.E.|978-6899700
G25300|Sullivan, Thomas A. Realty|978-6818511
G25600|Coldwell Banker Residential Brokerage - Andover|978-4752201
G25601|Coldwell Banker Hunneman|978-3527770
G25602|Coldwell Banker Hunneman|978-6862201
G26000|John R. Williams Co.|508-4754476
G26100|RE/MAX Preferred, Inc.|978-6892880
G26101|Re/max Preferred, Inc.|978-4700007
G27400|Pep Realty|978-6821165
G27500|Schruender Real Estate|   -6855000
G27600|Century 21 Carriage House|508-4751243
G28300|Lanam Real Estate|978-4752882
G28700|Yameen, L. J. Real Estate|978-6821435
G29500|Carlson GMAC Real Estate|978-6855000
G31100|Hunneman Victor - And/ Elm St.|978-4754477
G31400|Valentine Company|   -4700707
G31900|Royal Realty, Inc.|978-6851067
G33300|Con-Mar Realty|508-6852531
G33800|Dewolfe-Andover|978-6874465
G34000|Boxford Realty|978-8875020
G34800|Durso, S J Insurance Agency|978-6825175
G37000|Banner Realty|978-4753535
G37200|Harvest Of Homes, Inc.|978-6828835
G37300|Realty Unlimited|   -6870515
G38600|Connelly Real Estate|978-6839448
G39200|David Minicucci Real Estate|978-6884400
G39600|Andover Agency, Inc.|978-4751963
G39900|Chapel Realty|978-9754303
G40100|Daher Companies|978-6887251
G40200|Old Center Realty Corp.|978-6831490
G40300|Driscoll Realty|   -5218080
G40400|Jones Agency Inc.|978-6835247
G415NR|Hashem Realty|978-6644191
G42100|Advance Realty|978-4753141
G42200|Realty Enterprises|508-6826773
G42400|Doherty, J.B. Associates|508-4701200
G42500|McGovern Real Estate|   -6818511
G43100|Guerrera, Richard Realty|978-6860925
G43500|Tom Saab Real Estate|978-6836699
G44000|Swan Realty|978-6882326
G44800|The Guselli Agency, Inc.|978-6866400
G45200|Annaloro's Realty|978-6828861
G45300|A. P. Martin Appraisals|310-3770110
G45600|Elias Real Estate|978-6852885
G46000|Century 21 McLennan & Company|978-6838008
G46001|Century 21 Mclennan & Company|508-6822121
G46400|Century 21 Hunt Agency, Inc.|   -6884868
G47300|Minco Commercial|978-6876200
G477NR|N. B. Taylor & Co., Inc., Rlts.|508-4430599
G48600|Preview Realty|978-6888479
G50100|Colonial Realty|   -6899685
G51000|Carroll Realty|978-5569834
G513WA|Ken Harkins Real Estate,Inc.|   -4549189
G550WA|MSI Associates|802-2577668
G55200|Landmark Real Estate|978-3464340
G55300|Kenwood Realty|978-6869793
G55500|Network Real Estate|978-8529808
G55800|Property Services Real Estate|978-6898006
G56600|Master Key Realty|   -4741011
G56700|Properties Unlimited|603-8904095
G56900|Leonard, Phyllis Real Estate|508-4651602
G57300|First Advantage Realty|603-8937413
G57400|Corporate Preferred Realty|508-6861954
G57500|Buyers Realty Co., Inc.|978-4701231
G57600|Avatar Real Estate|508-6872255
G57700|Exit Group One Real Estate|978-4740400
G57800|Independent Realty|978-8083207
G57900|Ed Skolski Real Estate|978-3729902
G58000|Property Consultants|978-6879300
G58100|W & W Real Estate|978-9753717
G58200|Capital Enterprises Inc.|978-3765160
G58300|Bottom Line Realty|603-821REAL
G58400|The Kay Agency|508-6852965
G58500|Harkins Real Estate|978-4752722
G58600|Diamond Realty|508-6839001
G58700|Colonial Village Real Estate|978-6822320
G58800|Perry Appraisal|978-3747268
G58900|S & L Realty|508-4752248
G59000|Pbi Realty Inc.|603-4252155
G59100|J. R. Realty & Associates|978-6823900
G59300|Homestead Associates, Inc.|508-7949382
G59400|Green Point Mortgage|800-6969818
G59500|Kylin Realty And Development|978-5214311
G59700|Neighborhood Assistance Corp.|978-6873993
G59800|Affinity Realty & Property Management, LLC|857-2398280
G59900|Doherty Realty|978-4758095
G60000|Country Club Properties|978-4751842
G60100|Buyers Choice Realty|978-9755777
G60200|Camden Centre|978-7947820
G60300|The Boston Restaurant Group|978-8879895
G60400|Era The Webster Group|978-4701999
G60500|Kenneth Hyde, Jr.|978-6862224
G60600|Lampson Realty|978-5211707
G60700|Trinity Realty|978-3752739
G60800|Prudential Verani Realty|603-4342377
G60900|Elzben Realty Company|781-9379300
G61000|Oshkosh B Gosh, Inc.|508-4756773
G61100|Baystate American Realty, Inc.|978-6890002
G61200|Buysmart Realty|978-6883052
G61300|Golden Eagle Realty Corp.|978-7394434
G61400|F. M. S. Realty|978-6824350
G61500|Only Buyers - America|978-4592477
G61600|Century 21 Premier Properties|978-4702490
G61700|Coco, Early & Associates|978-6878484
G61900|Flintlock Realty|978-6675380
G62000|Investors Property Services|978-4708082
G62100|Good Year Real Estate|978-6815413
G62101|Gabriel Realty Group|978-6835511
G62102|Jorge Elias|978-9753314
G62105|ERA Morrison Real Estate|978-3929119
G62106|ERA Morrison Real Estate|978-4338000
G62107|Cabot Inc.|978-2562919
G62108|Mill City Real Estate|978-4586795
G62109|Shaw Real Estate|978-2759397
G62110|Von Buren Real Estate|617-6147840
G62111|Advanced Real Estate Svc., Inc|978-6677520
G62112|J.R. Caffray|978-4758558
G62113|Beaudoin & Associates, REALTOR|978-9574000
G62115|Dutton Real Estate, LLC|978-4535000
G62116|Neak Pean Real Estate|978-4527653
G62117|Exit Homestead Realty|978-4395566
G62118|Apple Country Realty, Inc.|978-3696850
G62119|Mass Real Estate|978-4579711
G62120|Home Clearinghouse|603-3624500
G62121|Advantage Realty|978-4411793
G62122|Lillian Montalto Signature|978-4751400
G62124|Northpoint Brokerage LLC|978-6875300
G62126|Frontier Homes Real Estate|978-7256766
G62128|Realty Mark|978-4237060
G62130|Online Assistant.com|978-4460200
G62131|Re/max Action Realty|603-6353350
G62132|Coco, Early & Associates|603-8903226
G62134|RE/MAX Partners|978-4752100
G70001|Prospect Real Estate & Assoc.|781-3223846
